Trajectories
100
,,Hand:Center,,,Hand:Thumb,,,Hand:Root,,,Hand:Index,,,Hand:Pinky,,,ArmJoint6:ToEnd1,,,ArmJoint6:ToEnd2,,,ArmJoint6:Joint61,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
208,0,-28.400511,408.869019,347.027008,-58.188137,354.597290,330.974854,7.384029,424.474579,350.043762,-109.889557,395.757324,342.618591,-82.990860,473.057800,327.614288,-119.754471,3.325200,614.269043,-134.767456,0.549290,544.848999,-117.150917,3.091095,657.614258
209,0,-29.331530,409.069305,347.354065,-59.241047,354.835632,331.372345,6.477957,424.622040,350.351135,-110.875465,396.136475,342.901764,-83.802925,473.355469,327.841064,-119.757385,3.322904,614.267151,-134.776062,0.546399,544.847046,-117.156204,3.084358,657.610901
210,0,-30.286022,409.177155,347.660522,-60.256752,355.005371,331.658051,5.574450,424.662018,350.676300,-111.870628,396.415009,343.139282,-84.618965,473.596344,328.145905,-119.766281,3.308878,614.258606,-134.779907,0.533702,544.838013,-117.160118,3.072739,657.606628
211,0,-31.230881,409.208679,347.979614,-61.221153,355.093109,331.889343,4.684899,424.657684,351.046112,-112.818832,396.532410,343.366333,-85.484619,473.685089,328.563812,-119.755928,3.294148,614.286987,-134.776505,0.524111,544.861084,-117.160156,3.066915,657.628601
212,0,-32.129192,409.127441,348.229492,-62.107349,355.074951,332.131714,3.834675,424.617676,351.445496,-113.716431,396.516296,343.640045,-86.350342,473.675812,328.918579,-119.755737,3.308616,614.312500,-134.775146,0.536791,544.898315,-117.153366,3.076996,657.655457
213,0,-32.424835,408.682831,348.670471,-62.637463,354.602936,332.712708,3.016557,424.559662,351.787964,-114.554329,396.436951,343.880829,-87.185539,473.607330,329.287018,-119.765114,3.328547,614.300354,-134.776230,0.551310,544.884094,-117.157516,3.088316,657.646362
214,0,-33.232079,408.570587,348.990814,-63.446598,354.533600,332.969940,2.254077,424.440613,352.115723,-115.353882,396.343018,344.164459,-87.975739,473.518890,329.649109,-119.761292,3.308033,614.281067,-134.777176,0.537276,544.861084,-117.155586,3.079413,657.623840
215,0,-33.961433,408.480652,349.351776,-64.244270,354.479065,333.367828,1.539248,424.342651,352.448151,-116.122932,396.271606,344.586395,-88.726707,473.418335,330.018585,-119.756813,3.297798,614.294678,-134.774826,0.523787,544.876953,-117.149925,3.064867,657.636841
216,0,-34.635941,408.433990,349.741211,-65.004807,354.424652,333.897339,0.860738,424.280884,352.750641,-116.853333,396.308655,345.079803,-89.373878,473.416656,330.346893,-119.759834,3.294395,614.297424,-134.777542,0.522205,544.877441,-117.155571,3.062220,657.637634
217,0,-35.287048,408.414825,350.040955,-65.712242,354.378815,334.401093,0.225977,424.195068,352.966827,-117.511734,396.361053,345.548370,-89.970428,473.437286,330.625916,-119.767998,3.302202,614.264954,-134.782135,0.520512,544.846863,-117.161186,3.070183,657.606201
218,0,-35.890102,408.324310,350.308655,-66.386757,354.317963,334.818573,-0.384939,424.073303,353.170197,-118.149689,396.372437,345.937073,-90.553505,473.367920,330.902740,-119.763161,3.287096,614.245422,-134.774109,0.503888,544.827759,-117.151367,3.050865,657.591431
219,0,-36.446331,408.163391,350.595306,-66.992500,354.182556,335.129181,-0.938104,423.877563,353.407135,-118.744728,396.272644,346.285797,-91.092148,473.247253,331.226715,-119.734665,3.271088,614.271851,-134.756088,0.491338,544.856628,-117.129654,3.038313,657.613708
220,0,-36.935463,407.947571,350.798401,-67.496292,353.980103,335.359619,-1.452258,423.664948,353.593262,-119.256035,396.063080,346.511871,-91.612335,473.021851,331.537109,-119.730759,3.282486,614.274963,-134.746841,0.502412,544.861145,-117.122787,3.050789,657.619019
221,0,-37.379120,407.707336,350.924133,-67.901581,353.691742,335.474121,-1.893614,423.447144,353.703705,-119.706291,395.755798,346.642273,-92.093857,472.777588,331.706146,-119.734962,3.304830,614.255127,-134.748840,0.527664,544.836182,-117.126938,3.074547,657.596680
222,0,-37.819828,407.457428,350.993317,-68.302544,353.441406,335.506012,-2.315549,423.222412,353.770355,-120.119354,395.430908,346.711121,-92.558167,472.481201,331.781281,-119.734436,3.320500,614.246582,-134.750015,0.539186,544.823547,-117.129875,3.087983,657.588074
223,0,-38.193554,407.230377,351.052246,-68.679100,353.191254,335.590881,-2.687204,423.016388,353.829803,-120.515572,395.158478,346.779327,-92.983391,472.199646,331.830841,-119.734947,3.323998,614.262573,-134.750916,0.543659,544.844666,-117.126335,3.091419,657.605408
224,0,-38.561802,407.045288,351.073761,-69.055656,353.003204,335.695557,-3.037764,422.830292,353.844452,-120.876816,394.996185,346.832123,-93.328331,472.006866,331.824951,-119.747505,3.339020,614.269043,-134.763535,0.552276,544.852112,-117.144356,3.109913,657.610840
225,0,-38.904003,406.902466,351.047028,-69.448029,352.860626,335.731110,-3.366610,422.647583,353.793945,-121.238678,394.934723,346.840607,-93.575737,471.901642,331.751434,-119.762779,3.343050,614.249756,-134.777954,0.560310,544.830627,-117.158127,3.114246,657.591858
226,0,-39.207535,406.729675,350.976349,-69.848167,352.736755,335.702179,-3.683144,422.423126,353.706573,-121.569611,394.917175,346.796387,-93.771385,471.824554,331.670776,-119.770081,3.335728,614.239868,-134.789322,0.549372,544.820129,-117.170296,3.110397,657.579529
227,0,-39.490974,406.503632,350.901306,-70.202606,352.580719,335.595917,-3.977572,422.163940,353.628174,-121.876175,394.838318,346.716187,-93.956657,471.705353,331.622498,-119.775368,3.330444,614.266113,-134.792831,0.552936,544.841248,-117.172653,3.107563,657.609009
228,0,-39.756721,406.215118,350.791138,-70.484200,352.325623,335.408417,-4.249181,421.854919,353.549927,-122.145508,394.629944,346.527649,-94.168274,471.488525,331.556030,-119.774185,3.336187,614.296936,-134.788300,0.561247,544.874084,-117.170158,3.109758,657.636475
229,0,-39.998394,405.858459,350.615448,-70.698753,351.979248,335.092316,-4.493946,421.499939,353.447174,-122.392723,394.248627,346.196198,-94.392906,471.166656,331.414093,-119.779816,3.349820,614.293884,-134.784821,0.562949,544.876892,-117.169800,3.115933,657.639282
230,0,-40.224918,405.430542,350.435974,-70.875038,351.579224,334.708740,-4.714535,421.101318,353.352051,-122.602295,393.759796,345.814636,-94.638687,470.748962,331.253418,-119.776573,3.349206,614.301636,-134.786926,0.569703,544.879883,-117.168213,3.121684,657.647095
231,0,-40.434387,404.986511,350.287659,-71.053444,351.161072,334.388336,-4.906738,420.688934,353.286407,-122.813972,393.257904,345.495972,-94.877113,470.289032,331.116302,-119.772858,3.356939,614.326294,-134.782974,0.571799,544.906555,-117.165634,3.123129,657.672791
232,0,-40.647850,404.571594,350.161499,-71.233917,350.755554,334.181458,-5.082272,420.285767,353.220856,-123.008537,392.789551,345.243683,-95.071724,469.853363,330.957886,-119.776031,3.352039,614.340149,-134.785690,0.572807,544.916138,-117.174721,3.127822,657.680298
233,0,-40.826027,404.203583,350.048126,-71.424202,350.366974,334.099579,-5.254092,419.892181,353.126617,-123.194801,392.446655,345.092133,-95.216248,469.485168,330.734436,-119.779549,3.351161,614.327393,-134.790146,0.573264,544.904358,-117.175095,3.122530,657.672119
234,0,-40.996143,403.839630,349.972076,-71.614441,349.972870,334.117340,-5.406072,419.485718,353.045776,-123.360153,392.151978,345.031464,-95.329041,469.112640,330.518463,-119.781082,3.336650,614.323486,-134.792068,0.560107,544.899292,-117.174095,3.106398,657.666138
235,0,-41.127533,403.412994,349.970856,-71.798653,349.559326,334.212982,-5.549994,419.028229,353.013641,-123.513725,391.830139,345.043335,-95.387360,468.758331,330.397827,-119.761909,3.307362,614.344116,-134.781265,0.536249,544.918823,-117.158302,3.080246,657.683777
236,0,-41.237255,402.906342,349.966553,-71.951515,349.090637,334.266602,-5.665009,418.514801,352.990204,-123.634087,391.453125,345.036194,-95.428932,468.323944,330.323456,-119.757217,3.283734,614.341553,-134.769119,0.515643,544.921753,-117.153641,3.058938,657.682251
237,0,-41.318581,402.371674,349.928192,-72.027870,348.532990,334.236908,-5.752523,417.948578,352.980438,-123.713684,390.908813,344.986969,-95.467987,467.781494,330.299774,-119.756828,3.275632,614.315796,-134.766754,0.506110,544.890808,-117.144966,3.041887,657.656006
238,0,-41.373512,401.711273,349.955719,-72.050728,347.877838,334.157349,-5.829245,417.322388,353.031677,-123.754379,390.157745,344.960541,-95.588066,467.081451,330.382629,-119.741768,3.273232,614.321228,-134.755554,0.499987,544.897034,-117.132629,3.044799,657.659851
239,0,-41.433994,400.959106,350.038239,-72.015541,347.134399,334.099854,-5.881257,416.643951,353.146210,-123.795074,389.282196,344.948975,-95.737030,466.299835,330.525513,-119.723907,3.280305,614.340332,-134.738052,0.506155,544.921570,-117.115799,3.048847,657.681519
240,0,-41.475731,400.226074,350.106232,-71.974144,346.351318,334.098541,-5.930766,415.946930,353.265747,-123.833710,388.370453,344.931702,-95.915703,465.448151,330.654602,-119.723961,3.292958,614.321594,-134.739532,0.515749,544.900757,-117.117302,3.055237,657.662964
241,0,-41.551208,399.449890,350.217010,-71.962349,345.599670,334.102661,-5.993291,415.255127,353.395996,-123.875565,387.440399,344.992096,-96.087189,464.598511,330.777496,-119.728767,3.288408,614.287720,-134.745651,0.512829,544.863281,-117.122116,3.053949,657.628967
242,0,-41.596531,398.696259,350.376740,-71.951073,344.806671,334.241058,-6.058034,414.534393,353.563904,-123.908875,386.588593,345.170044,-96.225983,463.783447,330.999176,-119.737198,3.284945,614.282837,-134.755798,0.507177,544.860840,-117.130646,3.056005,657.622131
243,0,-41.609440,397.911591,350.608276,-71.983192,344.090179,334.417786,-6.098193,413.771576,353.770874,-123.919281,385.784454,345.446991,-96.297012,462.997894,331.310181,-119.743103,3.284601,614.288269,-134.760239,0.510883,544.869629,-117.136902,3.051895,657.629272
244,0,-41.609100,397.113525,350.834717,-71.979103,343.295227,334.626953,-6.117767,412.990173,353.978455,-123.916077,384.976898,345.733673,-96.313286,462.207153,331.635498,-119.757683,3.287140,614.268921,-134.770721,0.511780,544.842102,-117.153534,3.052333,657.609375
245,0,-41.593277,396.286835,351.060089,-71.950958,342.477753,334.791656,-6.126391,412.169373,354.213623,-123.893211,384.099762,345.991455,-96.340332,461.346954,331.963226,-119.760483,3.286702,614.241516,-134.773148,0.512639,544.813599,-117.153893,3.053414,657.584595
246,0,-41.543533,395.349060,351.357391,-71.931435,341.655548,334.943176,-6.109767,411.287140,354.513519,-123.836838,383.079987,346.295990,-96.403084,460.378754,332.337494,-119.763847,3.294434,614.251343,-134.777130,0.517082,544.826050,-117.161598,3.068350,657.591736
247,0,-41.510410,394.405975,351.713562,-71.892174,340.790131,335.089417,-6.086572,410.411957,354.875275,-123.786232,381.984680,346.625336,-96.478935,459.369904,332.761688,-119.772964,3.328132,614.274536,-134.787704,0.550044,544.851074,-117.163956,3.092645,657.618591
248,0,-42.146000,393.991730,351.962372,-71.782288,339.805298,335.336700,-6.050717,409.493774,355.215088,-123.716331,380.825958,346.926971,-96.554390,458.297424,333.175537,-119.790398,3.346729,614.260986,-134.800446,0.570605,544.838745,-117.182846,3.117185,657.607727
249,0,-42.075985,392.989624,352.317902,-71.615784,338.732300,335.687286,-5.995353,408.535034,355.577148,-123.648705,379.665222,347.299500,-96.621353,457.207642,333.588165,-119.799896,3.352263,614.236755,-134.808090,0.572338,544.813110,-117.196129,3.121661,657.584167
250,0,-42.013538,391.942291,352.748077,-71.522270,337.703644,336.124176,-5.947183,407.586517,355.966858,-123.573822,378.547424,347.782471,-96.654251,456.105621,334.044037,-119.801056,3.355063,614.249146,-134.810333,0.575713,544.824219,-117.197975,3.131073,657.590088
251,0,-41.917625,390.946350,353.230865,-71.399750,336.639954,336.674133,-5.886388,406.610718,356.392914,-123.507339,377.488586,348.369232,-96.654388,455.067139,334.543182,-119.805527,3.367699,614.283630,-134.815872,0.592600,544.856934,-117.202332,3.141334,657.624634
252,0,-41.853218,389.929443,353.674103,-71.331116,335.610382,337.193695,-5.823357,405.616150,356.790955,-123.399300,376.419952,348.896118,-96.609261,454.007233,334.993103,-119.814941,3.369170,614.282227,-134.829056,0.596003,544.851257,-117.215637,3.145957,657.624878
253,0,-41.726181,388.819153,354.091370,-71.182175,334.482178,337.661743,-5.731228,404.535156,357.161438,-123.290474,375.292267,349.387482,-96.554634,452.880615,335.425354,-119.814323,3.352216,614.256226,-134.821045,0.574590,544.833435,-117.212318,3.122380,657.604553
254,0,-41.607040,387.661438,354.530548,-71.017319,333.294067,338.100983,-5.614279,403.414368,357.571991,-123.148743,374.040497,349.864960,-96.498940,451.668884,335.894958,-119.793694,3.330732,614.270508,-134.802277,0.554570,544.847290,-117.194252,3.106111,657.614075
255,0,-41.449318,386.445618,354.984039,-70.772491,332.021088,338.536926,-5.499288,402.267212,358.018494,-123.009087,372.710144,350.346466,-96.466423,450.383759,336.413239,-119.778099,3.335175,614.311890,-134.788971,0.557691,544.885742,-117.175148,3.107246,657.652954
256,0,-41.273823,385.189972,355.393585,-70.509796,330.727325,338.904480,-5.346005,401.067780,358.415833,-122.801476,371.258362,350.741272,-96.429077,449.021942,336.913422,-119.771507,3.347710,614.312256,-134.782410,0.568966,544.887268,-117.169418,3.122737,657.655029
257,0,-41.071655,383.876892,355.765686,-70.227562,329.400970,339.246094,-5.186625,399.854919,358.755554,-122.573235,369.776947,351.147247,-96.394325,447.593842,337.331848,-119.771751,3.341045,614.281616,-134.781174,0.565727,544.859497,-117.167015,3.110426,657.628174
258,0,-40.821796,382.570068,356.154388,-69.932236,328.019196,339.656647,-5.005366,398.599701,359.096069,-122.333321,368.289581,351.597076,-96.317818,446.207581,337.806213,-119.756966,3.328966,614.289917,-134.765076,0.550878,544.865051,-117.149353,3.095688,657.636719
259,0,-40.610413,381.257477,356.544891,-69.638046,326.618378,340.138977,-4.804667,397.321655,359.441650,-122.114853,366.861267,352.077972,-96.192604,444.806641,338.207336,-119.736252,3.310805,614.322632,-134.751541,0.533180,544.902405,-117.129501,3.078379,657.665649
260,0,-40.377960,379.920135,356.853302,-69.375481,325.227356,340.552338,-4.608855,395.999512,359.702667,-121.891037,365.454865,352.472626,-96.032928,443.384186,338.480286,-119.740334,3.300929,614.302490,-134.749939,0.527249,544.884155,-117.131119,3.068551,657.647644
261,0,-40.145115,378.523987,357.083191,-69.114502,323.811157,340.873474,-4.399343,394.639160,359.907166,-121.635468,363.978119,352.744720,-95.849968,441.922852,338.658112,-119.737701,3.277009,614.276428,-134.754318,0.502967,544.855591,-117.130386,3.045038,657.621582
262,0,-39.893478,377.046112,357.283966,-68.822357,322.292023,341.117035,-4.192828,393.185608,360.121094,-121.406708,362.435699,352.949310,-95.667412,440.400909,338.855988,-119.726845,3.263686,614.278015,-134.743896,0.489878,544.852539,-117.120270,3.028070,657.622375
263,0,-39.634975,375.486633,357.513275,-68.466171,320.690094,341.296906,-3.967361,391.701904,360.350342,-121.142845,360.778809,353.056061,-95.488388,438.788574,339.070679,-119.711067,3.266908,614.305664,-134.726471,0.488124,544.888672,-117.104935,3.032129,657.647766
264,0,-39.352283,373.874603,357.660736,-68.074707,319.010773,341.375519,-3.716098,390.154877,360.558624,-120.884064,359.009369,353.038269,-95.320290,437.072693,339.218964,-119.713905,3.283927,614.298950,-134.728546,0.506226,544.877686,-117.104622,3.049752,657.642334
265,0,-39.048592,372.166595,357.806458,-67.658440,317.298706,341.364532,-3.458598,388.560486,360.719238,-120.576225,357.099976,352.989227,-95.167366,435.279724,339.329559,-119.720596,3.292988,614.284851,-134.732925,0.513849,544.867249,-117.112953,3.057909,657.629639
266,0,-38.760643,370.428497,357.910889,-67.226967,315.498291,341.419678,-3.193507,386.912659,360.885986,-120.253342,355.150421,352.982513,-95.022469,433.407806,339.397949,-119.722961,3.288251,614.287048,-134.739456,0.509478,544.867188,-117.112686,3.055160,657.631714
267,0,-38.463932,368.682343,358.045319,-66.794731,313.662354,341.548157,-2.923301,385.251465,361.008514,-119.934647,353.220490,353.022156,-94.838989,431.533752,339.405212,-119.734001,3.298859,614.284790,-134.750122,0.526778,544.862244,-117.130180,3.071958,657.627136
268,0,-38.159771,366.922882,358.137909,-66.397705,311.825012,341.712494,-2.635644,383.540924,361.105652,-119.606125,351.331604,353.063904,-94.612610,429.669434,339.417084,-119.756226,3.322911,614.276123,-134.769760,0.542818,544.853699,-117.151878,3.088442,657.617432
269,0,-37.823673,365.114227,358.230133,-66.002991,309.947266,341.890198,-2.345486,381.785431,361.169678,-119.288055,349.456024,353.149475,-94.336067,427.781189,339.382843,-119.775810,3.337945,614.272522,-134.788071,0.557321,544.849426,-117.169212,3.102241,657.617126
270,0,-37.462772,363.248566,358.308746,-65.594833,308.029572,342.069092,-2.023936,379.960052,361.247162,-118.905235,347.508453,353.226471,-94.025749,425.815491,339.338959,-119.784996,3.336040,614.277405,-134.799271,0.557398,544.853455,-117.183601,3.107519,657.620117
271,0,-37.085045,361.312073,358.386322,-65.153328,306.032135,342.234070,-1.690723,378.086639,361.301849,-118.517395,345.491943,353.280212,-93.721848,423.806366,339.241974,-119.791145,3.339873,614.270142,-134.803680,0.560485,544.846375,-117.191025,3.111565,657.613953
272,0,-36.706383,359.306641,358.456757,-64.664246,303.948975,342.350922,-1.354472,376.154541,361.390167,-118.119553,343.329987,353.252106,-93.427376,421.707642,339.134644,-119.799835,3.351125,614.260986,-134.807343,0.569924,544.836182,-117.195389,3.121532,657.606567
273,0,-36.334122,357.216003,358.552765,-64.148354,301.780121,342.429138,-1.025665,374.173920,361.506439,-117.730011,341.042358,353.192444,-93.207489,419.461029,339.094025,-119.798058,3.355214,614.275024,-134.807541,0.573322,544.851196,-117.198570,3.124328,657.619507
274,0,-35.986141,355.096283,358.650299,-63.590446,299.535339,342.471497,-0.684235,372.144409,361.644257,-117.321060,338.640167,353.159485,-93.014465,417.138184,339.072021,-119.797829,3.362199,614.277100,-134.808167,0.581912,544.850403,-117.195305,3.133154,657.622375
275,0,-35.656521,352.856476,358.760406,-63.079090,297.335236,342.529907,-0.341502,370.099823,361.798889,-116.883965,336.208405,353.181976,-92.847427,414.683624,339.011810,-119.799042,3.373517,614.275940,-134.810715,0.592888,544.853210,-117.197556,3.145148,657.620300
276,0,-35.247593,350.687927,358.908966,-62.541573,295.066772,342.686981,-0.000601,368.055237,361.959839,-116.475861,333.831573,353.307770,-92.617157,412.393921,339.192719,-119.801796,3.388221,614.277466,-134.811752,0.601823,544.849670,-117.199905,3.157242,657.622681
277,0,-34.876522,348.535980,359.087036,-62.076706,292.849915,342.860352,0.332429,365.962524,362.110016,-116.081070,331.520294,353.494049,-92.356895,410.109802,339.383484,-119.800522,3.372216,614.276184,-134.810242,0.585567,544.856018,-117.198952,3.138800,657.620239
278,0,-34.501255,346.365479,359.256104,-61.665607,290.674011,343.066650,0.641392,363.863708,362.242279,-115.689926,329.270233,353.720428,-92.081268,407.876129,339.542511,-119.798309,3.345405,614.267761,-134.812683,0.564967,544.839783,-117.197273,3.117759,657.611389
279,0,-34.151421,344.222443,359.436584,-61.257633,288.506805,343.307098,0.951201,361.765686,362.399994,-115.314102,327.036316,353.950348,-91.791328,405.657623,339.683350,-119.791946,3.329965,614.255615,-134.807312,0.557985,544.826660,-117.191589,3.107883,657.596863
280,0,-33.819706,342.092682,359.651764,-60.861004,286.334625,343.518433,1.253040,359.682770,362.607483,-114.980545,324.803192,354.114319,-91.521881,403.430908,339.832489,-119.778473,3.325897,614.253174,-134.795898,0.549319,544.824951,-117.177170,3.101377,657.591309
281,0,-33.489296,339.915192,359.868805,-60.438671,284.124481,343.691345,1.548038,357.569885,362.845276,-114.617851,322.460632,354.227264,-91.307518,401.154388,339.969910,-119.760300,3.314807,614.259094,-134.773605,0.538516,544.834778,-117.150208,3.085295,657.603210
282,0,-33.175949,337.694122,360.113617,-59.989487,281.837616,343.899506,1.822947,355.449493,363.113434,-114.271004,320.037384,354.361847,-91.148201,398.815796,340.125854,-119.743523,3.307048,614.275330,-134.757156,0.526516,544.849854,-117.136520,3.070203,657.620056
283,0,-32.906830,335.478333,360.353455,-59.481064,279.469055,344.162537,2.074770,353.353180,363.368469,-113.956528,317.621216,354.514587,-91.027885,396.464905,340.301819,-119.733337,3.294537,614.264587,-134.752899,0.513686,544.838623,-117.124542,3.063694,657.607117
284,0,-32.626423,333.265228,360.600800,-59.113636,277.234589,344.394745,2.297626,351.256195,363.619171,-113.660721,315.216827,354.737793,-90.905678,394.101379,340.517731,-119.721794,3.284868,614.254028,-134.741669,0.505196,544.830872,-117.114151,3.049812,657.599731
285,0,-32.375000,331.095215,360.874420,-58.788170,275.029968,344.667023,2.515483,349.157166,363.860352,-113.382355,312.869385,355.009979,-90.761330,391.792542,340.776276,-119.716141,3.275023,614.261475,-134.732529,0.499619,544.840637,-117.108208,3.048179,657.602844
286,0,-32.110126,328.937805,361.176453,-58.468758,272.821198,345.018188,2.713403,347.062653,364.115356,-113.116386,310.600525,355.358276,-90.606285,389.547607,341.046051,-119.714066,3.283220,614.284119,-134.723007,0.502204,544.864380,-117.096405,3.042708,657.628906
287,0,-31.877584,326.803375,361.416229,-58.173653,270.623230,345.349640,2.893487,344.974274,364.350067,-112.854340,308.322845,355.686646,-90.490845,387.277161,341.276337,-119.717651,3.285737,614.279663,-134.730728,0.514176,544.856995,-117.108582,3.054322,657.622925
288,0,-31.680923,324.614716,361.652222,-57.856945,268.376343,345.627350,3.056223,342.850098,364.566406,-112.605568,305.971863,355.978180,-90.407288,384.958527,341.488159,-119.723343,3.289964,614.260254,-134.738159,0.510790,544.837158,-117.111595,3.051834,657.607178
289,0,-31.495001,322.332947,361.937164,-57.565899,266.081116,345.855286,3.182909,340.696289,364.825439,-112.378784,303.521057,356.219452,-90.393555,382.572540,341.738373,-119.719467,3.285525,614.270874,-134.733307,0.511039,544.847229,-117.114845,3.051574,657.612122
290,0,-31.350859,320.030426,362.234619,-57.250767,263.759827,346.000519,3.275660,338.522461,365.129608,-112.172920,300.974487,356.405701,-90.447701,380.123840,342.054077,-119.719391,3.292866,614.290466,-134.736603,0.521100,544.867371,-117.114624,3.057684,657.634216
291,0,-31.982864,318.991364,361.930237,-56.316822,260.258911,346.987518,3.351202,336.339722,365.442291,-112.015533,298.370270,356.574036,-90.532806,377.729156,342.471680,-119.732193,3.304773,614.280579,-134.746460,0.531891,544.860535,-117.128922,3.072280,657.624084
292,0,-31.510153,315.801819,362.680115,-57.008530,259.280029,346.262054,3.415171,334.146362,365.736633,-111.819939,295.712311,356.752625,-90.655922,375.192810,342.826538,-119.742966,3.313233,614.266724,-134.752853,0.538610,544.843994,-117.133476,3.081177,657.609558
293,0,-31.850201,314.235077,362.618011,-55.711826,255.536911,347.247192,3.471492,331.956696,366.029633,-111.638512,293.095551,356.991730,-90.760788,372.697174,343.196594,-119.748528,3.317000,614.274170,-134.758850,0.543803,544.852173,-117.138298,3.086849,657.621948
294,0,-31.524162,311.600006,363.083557,-59.421688,258.545898,344.423798,3.528895,329.781433,366.311188,-111.488853,290.605591,357.316193,-90.832138,370.259857,343.575531,-119.760605,3.338695,614.284058,-134.768188,0.558787,544.861938,-117.154533,3.107441,657.629272
295,0,-31.511381,309.200043,363.555878,-54.488331,250.098373,348.173065,3.595239,327.637512,366.541718,-111.335487,288.192444,357.672394,-90.853180,367.893585,343.909515,-119.779785,3.354412,614.266357,-134.791061,0.578766,544.834839,-117.175545,3.122309,657.610107
296,0,-30.768417,306.433289,363.855652,-58.361408,253.444427,345.076904,3.667995,325.465912,366.748260,-111.154770,285.766632,357.991669,-90.844055,365.523071,344.224182,-119.793594,3.355076,614.245850,-134.803543,0.573705,544.818298,-117.189880,3.126042,657.589600
297,0,-30.386166,303.783295,364.276154,-58.033367,250.659790,345.863312,3.739628,323.283417,366.954468,-110.986206,283.359741,358.271027,-90.836250,363.169525,344.482330,-119.790764,3.345796,614.243652,-134.801147,0.567426,544.814941,-117.187393,3.120126,657.585754
298,0,-30.319679,301.891235,364.231812,-56.935974,247.229446,346.767700,3.808177,321.136749,367.146576,-110.851105,280.979645,358.538849,-90.847481,360.823883,344.684082,-119.791466,3.357084,614.245056,-134.801956,0.573226,544.815796,-117.185310,3.124581,657.592896
299,0,-30.208122,299.596039,364.465820,-55.102676,243.280472,347.626343,3.846652,319.021210,367.295258,-110.719383,278.584778,358.733978,-90.891747,358.448273,344.817230,-119.795959,3.360334,614.234558,-134.803619,0.583092,544.809448,-117.191650,3.135983,657.573486
300,0,-30.484978,297.646271,364.612183,-55.358250,241.200775,347.932800,3.895071,316.859161,367.431702,-110.570129,276.128967,358.870087,-90.951103,356.039520,344.868591,-119.794403,3.351719,614.220764,-134.807922,0.573785,544.800842,-117.193184,3.123607,657.569763
301,0,-30.389471,295.390594,364.705566,-53.501633,236.922546,349.106506,3.942163,314.687927,367.512177,-110.447578,273.670227,358.976166,-90.998772,353.612732,344.872162,-119.789291,3.337847,614.212585,-134.802948,0.556369,544.793152,-117.187309,3.113115,657.558716
302,0,-30.587463,293.606354,364.612701,-53.725388,235.109039,349.015137,4.003520,312.533539,367.578094,-110.263405,271.203827,359.071686,-91.032158,351.201599,344.855743,-119.775566,3.333280,614.211731,-134.795120,0.553596,544.790527,-117.176811,3.108719,657.556030
303,0,-30.507196,291.311584,364.737061,-54.813351,234.490524,348.193390,4.068349,310.392822,367.603577,-110.114609,268.812408,359.156250,-91.032738,348.807159,344.837341,-119.771133,3.336258,614.218384,-134.793625,0.554941,544.796814,-117.170853,3.106645,657.564392
304,0,-30.001497,288.620850,364.871033,-55.211769,233.177933,347.504181,4.141002,308.215637,367.585938,-109.925018,266.376801,359.172150,-91.021507,346.407654,344.775085,-119.774467,3.334559,614.203308,-134.789978,0.549777,544.788208,-117.169350,3.098026,657.552856
305,0,-30.296282,287.023163,364.514954,-56.579990,232.764252,346.440491,4.228427,305.988922,367.582214,-109.765137,263.918091,359.126740,-90.992653,343.986969,344.748688,-119.770844,3.318187,614.202393,-134.786316,0.535083,544.783081,-117.166359,3.085855,657.549133
306,0,-29.722214,284.001221,364.853699,-55.836040,229.830872,346.670837,4.324577,303.750946,367.611084,-109.580978,261.448853,359.066193,-90.931320,341.592377,344.822235,-119.758614,3.322196,614.218018,-134.776764,0.539459,544.800537,-117.152954,3.093354,657.565186
307,0,-29.159613,281.089905,365.107574,-51.187824,221.806732,349.972107,4.424609,301.514435,367.662506,-109.405182,259.000092,358.993927,-90.860809,339.210236,344.941986,-119.750458,3.335828,614.236572,-134.767365,0.554639,544.821472,-117.141754,3.097284,657.583069
308,0,-29.527340,279.511200,364.794342,-51.360428,219.916931,349.700958,4.518806,299.292572,367.658112,-109.250252,256.572083,358.913574,-90.818970,336.801758,344.976501,-119.741051,3.325034,614.229248,-134.759048,0.548780,544.813171,-117.133980,3.090240,657.573242
309,0,-29.227283,277.103577,364.762665,-50.839088,217.400864,349.656952,4.601234,297.071991,367.635712,-109.045006,254.081482,358.885071,-90.801659,334.369934,344.928925,-119.741447,3.306405,614.231873,-134.760757,0.527080,544.814575,-117.130341,3.069437,657.576416
310,0,-28.825602,274.292664,365.048706,-51.446808,215.782074,349.587799,4.666286,294.894287,367.606171,-108.880898,251.669861,358.891846,-90.797829,331.957886,344.837402,-119.743942,3.309671,614.248047,-134.759979,0.529669,544.830078,-117.130913,3.075089,657.590820
311,0,-29.312323,273.183838,364.428528,-52.851040,215.820740,348.057953,4.730562,292.747681,367.540344,-108.690536,249.236588,358.875519,-90.810699,329.557129,344.673157,-119.742844,3.309663,614.267395,-134.755524,0.540339,544.847961,-117.132484,3.081237,657.605103
