Trajectories
100
,,Hand:Center,,,Hand:Thumb,,,Hand:Root,,,Hand:Index,,,Hand:Pinky,,,ArmJoint6:ToEnd1,,,ArmJoint6:ToEnd2,,,ArmJoint6:Joint61,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
417,0,-18.465158,161.985077,358.819794,-34.029503,100.611176,344.533508,12.103776,186.130539,361.673065,-95.669807,130.734421,351.910706,-85.847649,212.302170,336.127594,-119.763649,3.326259,614.289124,-134.774643,0.548817,544.864685,-117.157562,3.093346,657.630188
418,0,-18.140841,161.843231,358.835144,-39.239349,106.351677,340.552795,12.144775,186.326920,361.529938,-95.649742,131.024216,351.679230,-85.743629,212.613022,335.977203,-119.772697,3.336754,614.281311,-134.781738,0.556761,544.861145,-117.162048,3.103403,657.627808
419,0,-18.550419,162.722351,358.258820,-34.173286,101.170853,344.103943,12.196662,186.504242,361.427887,-95.639748,131.297836,351.482941,-85.644188,212.887909,335.847961,-119.769989,3.340195,614.281799,-134.778229,0.557152,544.859619,-117.164696,3.105914,657.626709
420,0,-18.496666,162.715897,358.409576,-33.805092,100.943398,344.358093,12.241717,186.676544,361.385101,-95.627327,131.543915,351.335724,-85.557686,213.135208,335.706757,-119.762215,3.332045,614.290649,-134.776306,0.555608,544.865051,-117.160782,3.105178,657.631226
421,0,-18.980461,163.634079,357.895538,-36.555145,103.870369,342.660339,12.258902,186.876099,361.360016,-95.650864,131.793442,351.238037,-85.523575,213.353317,335.496918,-119.765579,3.325936,614.279114,-134.775543,0.543800,544.857056,-117.158371,3.094006,657.622864
422,0,-18.143887,162.493286,358.824738,-36.992226,104.700180,342.159607,12.253283,187.065994,361.353607,-95.700111,132.032227,351.230255,-85.510910,213.536377,335.268677,-119.771828,3.317319,614.264954,-134.780365,0.540476,544.839722,-117.161148,3.083020,657.608826
423,0,-18.633961,163.417145,358.373108,-38.161499,105.854240,341.816772,12.230746,187.216568,361.409637,-95.749352,132.235992,351.314392,-85.521812,213.716110,335.151978,-119.766968,3.317833,614.265869,-134.785019,0.540714,544.838989,-117.165985,3.092786,657.608032
424,0,-18.166498,162.688965,359.114471,-39.789879,107.948166,340.353455,12.208956,187.302048,361.543579,-95.791916,132.365402,351.471466,-85.533752,213.840256,335.240997,-119.758705,3.327675,614.275940,-134.771240,0.541562,544.853516,-117.156166,3.102565,657.617859
425,0,-18.615145,163.446228,358.797058,,,,12.206031,187.327484,361.735138,-95.778198,132.389557,351.681396,-85.533829,213.904526,335.536407,-119.753738,3.343914,614.277832,-134.764343,0.556833,544.852234,-117.146400,3.111685,657.616943
426,0,-18.553799,163.135971,359.319000,-34.888702,102.553459,344.546692,12.216557,187.299210,361.984894,-95.739853,132.309158,351.944489,-85.552635,213.878998,335.987732,-119.750038,3.345396,614.271057,-134.758469,0.559851,544.849243,-117.142693,3.119164,657.614807
427,0,-18.190517,162.751480,359.687225,-35.557281,103.612671,343.615021,12.223259,187.228043,362.307800,-95.690674,132.153687,352.264038,-85.608948,213.763870,336.562531,-119.750145,3.340938,614.270386,-134.758621,0.558809,544.848572,-117.143364,3.115653,657.615173
428,0,-18.527584,163.181717,359.691101,-37.929554,106.049316,342.140564,12.228252,187.147659,362.680603,-95.627518,131.948135,352.694855,-85.668442,213.613831,337.173920,-119.748917,3.335144,614.269226,-134.762970,0.552864,544.844849,-117.146812,3.106918,657.610596
429,0,-17.902605,162.191727,360.683807,-33.612484,101.376671,345.649475,12.226527,187.072418,363.082825,-95.595520,131.773071,353.181519,-85.750877,213.459747,337.772003,-119.751465,3.337423,614.266174,-134.767776,0.554344,544.835815,-117.147751,3.109580,657.606201
430,0,-18.622219,163.196045,360.407501,-36.715969,104.141335,344.610748,12.190119,187.033798,363.483490,-95.611046,131.655914,353.754150,-85.830452,213.329742,338.294617,-119.756950,3.335135,614.259338,-134.767822,0.551850,544.833984,-117.154137,3.104669,657.601440
431,0,-18.571833,162.972015,361.058228,-37.896046,105.271034,344.458191,12.139450,187.006180,363.898834,-95.654633,131.607147,354.380890,-85.911011,213.229294,338.718262,-119.756577,3.318814,614.275757,-134.770630,0.543408,544.843445,-117.152016,3.094857,657.613342
432,0,-18.619822,162.966858,361.551971,,,,12.090667,187.001999,364.293549,-95.693451,131.584030,355.035553,-85.984306,213.167114,339.062378,-119.758102,3.319185,614.276855,-134.769073,0.542263,544.850525,-117.149193,3.090783,657.619141
433,0,-18.645033,162.976074,362.039551,-39.264416,106.846970,344.432281,12.060635,187.010529,364.677551,-95.750816,131.615540,355.670502,-86.010971,213.126434,339.415161,-119.755745,3.318458,614.272095,-134.764511,0.541923,544.849060,-117.151016,3.091526,657.616455
434,0,-18.347366,162.633179,362.662903,-39.557854,107.165573,344.723328,12.038311,187.006042,365.068787,-95.761375,131.609818,356.284332,-86.041924,213.106659,339.843109,-119.755051,3.323508,614.269897,-134.764008,0.548142,544.847717,-117.147461,3.096886,657.615967
435,0,-18.675516,162.946487,362.951965,-39.640808,107.208992,345.135162,12.026171,186.966721,365.469391,-95.797546,131.589539,356.849091,-86.069267,213.051529,340.351929,-119.747589,3.324280,614.290527,-134.764023,0.553269,544.865540,-117.143524,3.096490,657.634338
436,0,-18.675241,162.892776,363.380127,-36.267490,103.058174,348.810089,12.014618,186.923615,365.876678,-95.778046,131.503387,357.346802,-86.106384,212.996719,340.907806,-119.750137,3.325474,614.296509,-134.764420,0.555474,544.875488,-117.144104,3.099793,657.643127
437,0,-18.669794,162.841125,363.747070,-36.632496,103.818138,348.236420,12.006833,186.885696,366.217957,-95.784851,131.431335,357.791443,-86.128044,212.938583,341.408295,-119.760979,3.323052,614.275513,-134.767670,0.552470,544.853149,-117.154778,3.100703,657.617249
438,0,-18.649624,162.805511,364.114716,-36.812824,103.872810,348.647614,12.023243,186.861221,366.542877,-95.747719,131.370972,358.228760,-86.146034,212.886658,341.866699,-119.766846,3.317494,614.269165,-134.773285,0.544133,544.844360,-117.157829,3.088364,657.613037
439,0,-18.641975,162.810028,364.433777,-34.393051,101.503906,350.437225,12.028655,186.867035,366.834290,-95.754295,131.378265,358.644470,-86.163895,212.868210,342.196716,-119.759270,3.296486,614.278564,-134.775345,0.528525,544.854980,-117.159576,3.070005,657.621216
440,0,-18.677217,163.103897,364.431854,-37.182632,104.457535,348.864624,12.026255,186.905640,367.069183,-95.763596,131.426544,358.996399,-86.170494,212.878372,342.374939,-119.768677,3.289616,614.264404,-134.776840,0.516611,544.846863,-117.161713,3.057486,657.614197
441,0,-18.221544,162.462982,365.121063,-35.041004,101.958435,351.137238,12.027214,186.969437,367.267181,-95.757858,131.489777,359.264191,-86.173561,212.923828,342.483978,-119.765564,3.289856,614.255066,-134.773651,0.512976,544.833252,-117.161591,3.060550,657.604187
442,0,-18.657911,162.976807,365.142273,-37.062458,104.334854,349.655365,12.033463,187.026062,367.439056,-95.783333,131.576492,359.451630,-86.160538,212.988861,342.571442,-119.761398,3.298740,614.255737,-134.768356,0.525608,544.835083,-117.153954,3.062765,657.604309
443,0,-18.626936,163.178284,365.097778,-38.750057,105.942078,349.002563,12.048997,187.074417,367.618500,-95.793945,131.657486,359.570099,-86.126083,213.056549,342.666901,-119.748413,3.308430,614.271118,-134.764099,0.532839,544.844910,-117.154594,3.076514,657.614502
444,0,-18.001406,162.190170,365.978882,-34.579853,101.822868,351.688263,12.085945,187.109299,367.779785,-95.783058,131.714767,359.665771,-86.086845,213.117920,342.808228,-119.751930,3.322586,614.275452,-134.760849,0.545064,544.848633,-117.148857,3.093323,657.616577
445,0,-19.045847,163.605301,365.335358,-38.521164,106.126396,348.842529,12.130524,187.131653,367.923035,-95.744331,131.741592,359.784454,-86.044502,213.164185,343.011841,-119.756157,3.335411,614.265808,-134.767288,0.558884,544.839050,-117.148567,3.100732,657.613831
446,0,-18.469114,162.804138,365.975067,-34.193825,101.507385,352.097137,12.180023,187.129333,368.039307,-95.692070,131.738205,359.916840,-86.003876,213.167877,343.235168,-119.757439,3.334841,614.250732,-134.769592,0.558450,544.826050,-117.152046,3.105111,657.595825
447,0,-18.107981,162.578674,366.103210,-38.622112,106.107697,349.262421,12.241133,187.122070,368.151215,-95.616089,131.711914,360.076996,-85.962051,213.148560,343.427124,-119.756912,3.330624,614.255798,-134.766556,0.551709,544.827454,-117.152420,3.098614,657.600037
448,0,-18.407160,163.096497,365.899841,-37.183014,104.721375,350.272614,12.289508,187.135147,368.241821,-95.547752,131.702698,360.246887,-85.933228,213.127457,343.528046,-119.760933,3.332123,614.267883,-134.768753,0.552279,544.843933,-117.160469,3.098867,657.608459
449,0,-18.349535,163.118118,365.966370,,,,12.345477,187.157379,368.282684,-95.472443,131.695190,360.350830,-85.897346,213.113480,343.500031,-119.764748,3.328397,614.256104,-134.777283,0.547532,544.832397,-117.163620,3.096790,657.601196
450,0,-18.205818,162.814667,366.306152,-38.003502,105.907761,349.569336,12.399944,187.176254,368.294800,-95.403389,131.686371,360.395752,-85.852303,213.076721,343.399414,-119.762939,3.328979,614.254150,-134.773514,0.546713,544.829651,-117.159988,3.090913,657.600830
451,0,-17.706066,162.319489,366.526520,-37.679337,105.758278,349.565735,12.475296,187.159698,368.290833,-95.321693,131.671204,360.359528,-85.766991,213.052490,343.294830,-119.755165,3.324743,614.261475,-134.769150,0.550679,544.837036,-117.155846,3.097024,657.603333
452,0,-18.197529,163.377670,365.693146,-36.274826,104.074493,350.893005,12.580812,187.124008,368.319183,-95.230988,131.647430,360.286346,-85.639717,213.044830,343.286316,-119.752350,3.341075,614.286499,-134.761581,0.566296,544.865112,-117.145554,3.110049,657.630127
453,0,-17.621748,162.707550,366.019470,-35.690670,103.640434,350.947235,12.696814,187.086288,368.324036,-95.121658,131.586380,360.155396,-85.515625,212.999649,343.310913,-119.753998,3.359465,614.288086,-134.766693,0.584290,544.867065,-117.148933,3.131198,657.631165
454,0,-17.865471,162.929184,365.913818,-34.970245,102.909119,351.307983,12.821648,187.026688,368.314117,-94.983376,131.470596,360.026398,-85.407059,212.918716,343.314331,-119.755867,3.367111,614.272034,-134.765900,0.590661,544.848267,-117.151093,3.134617,657.617981
455,0,-17.281504,162.425049,366.010345,-33.178715,101.016876,352.499664,12.951254,186.944580,368.313354,-94.828339,131.332550,359.940338,-85.298836,212.815445,343.308197,-119.756210,3.360292,614.283447,-134.768387,0.580855,544.856873,-117.157600,3.131070,657.623596
456,0,-17.595680,162.762833,365.875122,-38.074890,106.247932,348.956390,13.074457,186.879013,368.320740,-94.683807,131.223694,359.925598,-85.171577,212.713623,343.315704,-119.750870,3.336524,614.299866,-134.767487,0.566761,544.874817,-117.149399,3.107576,657.639893
457,0,-17.474157,162.719696,365.858734,-33.882046,101.748039,352.078979,13.191603,186.836075,368.283600,-94.548416,131.162140,359.915558,-85.035423,212.643692,343.277344,-119.765259,3.321484,614.279541,-134.774048,0.549772,544.856812,-117.158379,3.088182,657.622559
458,0,-17.309483,162.606781,365.881195,-37.521671,105.764847,349.316254,13.318002,186.786331,368.225800,-94.424629,131.125107,359.909393,-84.899818,212.576263,343.175354,-119.760330,3.297211,614.258789,-134.773529,0.527380,544.831970,-117.161003,3.068409,657.597778
459,0,-17.463640,163.127441,365.430023,-33.993687,102.431824,351.286682,13.439001,186.749161,368.175659,-94.309921,131.115417,359.932312,-84.759613,212.536163,343.052032,-119.749184,3.289762,614.264954,-134.764893,0.524145,544.842468,-117.147873,3.060632,657.609314
460,0,-17.090239,162.592194,365.798492,-35.961735,104.597244,349.835999,13.554103,186.705170,368.154144,-94.188721,131.077667,359.904266,-84.643402,212.480453,342.920746,-119.742378,3.297228,614.290344,-134.756454,0.527249,544.866455,-117.138351,3.065793,657.631836
461,0,-17.294991,163.077866,365.347351,-33.911102,102.461243,351.218353,13.657314,186.663681,368.110504,-94.085190,131.008133,359.794098,-84.540848,212.410080,342.771545,-119.740036,3.311899,614.278381,-134.754730,0.545724,544.853943,-117.145050,3.084507,657.617126
462,0,-16.236223,161.656845,366.086182,,,,13.755450,186.585312,368.077148,-93.965538,130.864731,359.658295,-84.448326,212.282181,342.676300,-119.744736,3.316459,614.263611,-134.753250,0.541759,544.841858,-117.135948,3.084275,657.607849
463,0,-16.783262,162.311386,365.659180,-32.867741,101.183372,351.946014,13.848243,186.487579,368.076996,-93.837738,130.690063,359.566162,-84.372185,212.139740,342.680878,-119.742653,3.314263,614.266479,-134.753952,0.542914,544.846252,-117.135933,3.083012,657.612671
464,0,-16.992327,162.671707,365.338867,-37.256886,106.190231,348.137207,13.929451,186.406876,368.086212,-93.718590,130.527390,359.547913,-84.307747,211.999054,342.762634,-119.737282,3.316894,614.273865,-134.755173,0.547351,544.851929,-117.138603,3.090226,657.613586
465,0,-16.680668,162.227219,365.611237,-33.716316,102.560127,350.469482,14.002783,186.349701,368.089905,-93.612396,130.409241,359.597382,-84.258713,211.879608,342.830109,-119.751137,3.324016,614.264648,-134.763016,0.548353,544.845154,-117.145363,3.089622,657.610229
466,0,-16.505154,162.070663,365.679718,-35.989006,104.692963,349.328979,14.076974,186.298874,368.076874,-93.508553,130.326294,359.687531,-84.204178,211.793503,342.874542,-119.754227,3.311029,614.255371,-134.769135,0.537200,544.832581,-117.154922,3.078175,657.598633
467,0,-16.538715,162.174561,365.615662,-32.411926,100.925179,351.911041,14.144917,186.250015,368.063965,-93.430298,130.288895,359.794006,-84.137039,211.723007,342.899048,-119.754929,3.298588,614.249939,-134.770935,0.523797,544.827820,-117.151756,3.069934,657.591675
468,0,-16.660313,162.540146,365.348114,-32.713360,101.351013,351.643799,14.206127,186.230591,368.070770,-93.357346,130.275726,359.877167,-84.075539,211.686844,342.908966,-119.755753,3.310266,614.257507,-134.769119,0.532898,544.834534,-117.153305,3.079955,657.601501
469,0,-15.870419,161.522156,365.946625,-32.520866,101.015732,352.029510,14.260037,186.208054,368.077972,-93.300659,130.248169,359.882538,-84.013863,211.658310,342.893951,-119.758804,3.323117,614.264160,-134.772385,0.545857,544.841248,-117.153976,3.091534,657.603882
470,0,-16.713993,162.685501,365.200317,-32.400063,101.009300,351.843994,14.313382,186.158463,368.089325,-93.238464,130.170273,359.817291,-83.962669,211.599350,342.866821,-119.758469,3.334784,614.257141,-134.768250,0.557731,544.833923,-117.150681,3.101527,657.596130
471,0,-16.516735,162.082153,365.704956,-35.568821,104.636131,349.044281,14.357887,186.091949,368.128937,-93.183746,130.058945,359.725708,-83.928909,211.509369,342.861786,-119.754631,3.345417,614.258850,-134.765503,0.567738,544.835815,-117.147667,3.116252,657.602051
472,0,-16.476675,162.024872,365.730042,-32.342274,100.925262,351.760101,14.404627,186.044907,368.186768,-93.112152,129.928406,359.693085,-83.903343,211.418137,342.893494,-119.750587,3.361913,614.279480,-134.763397,0.583598,544.859680,-117.147087,3.132632,657.618530
473,0,-16.073084,161.695862,365.804688,-32.513805,101.213089,351.466919,14.460447,185.992661,368.235291,-93.039482,129.820770,359.723389,-83.869698,211.326996,342.941437,-119.757683,3.365973,614.287048,-134.765289,0.584524,544.864746,-117.149460,3.136927,657.626587
474,0,-15.988544,161.627365,365.829987,-32.338554,101.004333,351.649567,14.528452,185.929031,368.245941,-92.946106,129.727295,359.799286,-83.817978,211.222076,342.989319,-119.761841,3.347332,614.263611,-134.770615,0.568168,544.841064,-117.152908,3.120591,657.606567
475,0,-16.111650,161.691589,365.903839,-31.288683,100.055771,352.206329,14.605221,185.865860,368.278595,-92.841805,129.637787,359.934601,-83.748802,211.137924,343.080963,-119.760506,3.330154,614.262329,-134.770691,0.549958,544.840332,-117.153534,3.103261,657.601868
476,0,-15.091923,160.668762,366.383026,-36.063400,105.192154,348.795013,14.674803,185.826538,368.322571,-92.748566,129.567780,360.071411,-83.682671,211.062531,343.187164,-119.762131,3.331268,614.264099,-134.776337,0.551193,544.845398,-117.156189,3.101196,657.607483
477,0,-15.072124,160.703903,366.388489,-30.923803,99.657394,352.660126,14.734908,185.790482,368.357483,-92.674995,129.514130,360.169769,-83.626785,211.000870,343.283356,-119.764900,3.335208,614.271423,-134.775421,0.555014,544.846741,-117.151192,3.101495,657.615051
478,0,-15.957234,161.621933,365.995361,-35.552448,104.488312,349.476105,14.778589,185.746582,368.360718,-92.614456,129.447021,360.185211,-83.584656,210.931824,343.310242,-119.761696,3.330195,614.257690,-134.775497,0.549493,544.829651,-117.151733,3.098589,657.601746
479,0,-16.018543,161.642212,365.977264,-31.561811,100.437424,351.950867,14.805946,185.687683,368.398224,-92.575455,129.361786,360.162781,-83.571411,210.853165,343.328705,-119.755005,3.324158,614.262268,-134.762115,0.537314,544.840088,-117.144875,3.093267,657.604675
480,0,-15.499125,161.185059,366.055878,-35.504955,104.400146,349.403290,14.821314,185.622147,368.457916,-92.551834,129.256805,360.129150,-83.572418,210.771500,343.362732,-119.747948,3.329968,614.273254,-134.758057,0.544841,544.852600,-117.140442,3.097883,657.615295
481,0,-16.247263,161.874619,365.762024,-33.168358,102.049492,350.722809,14.837202,185.555420,368.505524,-92.532082,129.137939,360.077301,-83.580566,210.677322,343.394104,-119.744644,3.327937,614.268982,-134.756088,0.544444,544.846069,-117.134270,3.101185,657.613464
482,0,-15.604203,161.095749,366.107361,-32.460117,101.189339,351.294861,14.857657,185.489838,368.541473,-92.502892,129.025085,360.058472,-83.577927,210.577469,343.444550,-119.747261,3.322191,614.263123,-134.759506,0.540475,544.839478,-117.140617,3.092134,657.603210
483,0,-15.372416,160.858917,366.200897,-34.010033,102.988167,349.918427,14.886709,185.423691,368.586426,-92.445549,128.920670,360.142853,-83.556618,210.486923,343.538330,-119.747871,3.309315,614.267395,-134.761963,0.526276,544.846497,-117.143204,3.081537,657.608093
484,0,-15.493814,161.154892,365.999054,-33.711849,102.366356,350.682343,14.922271,185.371201,368.634552,-92.386711,128.863739,360.286072,-83.520889,210.420898,343.643799,-119.748306,3.304143,614.273438,-134.766235,0.525893,544.848206,-117.142326,3.078015,657.617798
485,0,-15.322175,160.961411,366.153473,-31.626991,100.102882,352.359039,14.952859,185.341934,368.644043,-92.340271,128.843964,360.436371,-83.485542,210.372604,343.689850,-119.753845,3.306493,614.262390,-134.768372,0.526690,544.837646,-117.149704,3.078716,657.605835
486,0,-15.088204,160.661316,366.336182,-33.492805,102.377274,350.627136,14.971304,185.307877,368.636963,-92.302574,128.811783,360.546539,-83.469421,210.319550,343.683929,-119.754517,3.299312,614.251465,-134.770096,0.518795,544.827820,-117.150955,3.067903,657.596191
487,0,-16.057863,161.768097,365.766754,-31.769033,100.505409,351.891113,14.978310,185.259796,368.661194,-92.289551,128.752747,360.602661,-83.477180,210.242905,343.684937,-119.751236,3.299095,614.256958,-134.766144,0.517948,544.833496,-117.145378,3.066316,657.602356
488,0,-14.745927,160.017120,366.740692,-32.125130,100.692619,351.825073,14.965092,185.201904,368.717834,-92.284698,128.649017,360.591644,-83.499138,210.162201,343.740784,-119.750710,3.309991,614.268555,-134.759537,0.526712,544.846619,-117.144073,3.078652,657.613220
489,0,-14.776177,159.945892,366.763062,-34.786736,103.624748,349.593872,14.944846,185.145767,368.776459,-92.296532,128.517349,360.549744,-83.526970,210.074707,343.832153,-119.746796,3.326509,614.278320,-134.757828,0.547320,544.854614,-117.142693,3.092471,657.623352
490,0,-15.542905,160.904678,366.136047,-31.284927,99.490089,352.579773,14.923003,185.072861,368.817810,-92.294617,128.393860,360.516724,-83.556198,209.990173,343.927643,-119.748314,3.326805,614.275146,-134.758591,0.548302,544.853760,-117.142647,3.091892,657.621277
491,0,-16.086763,161.433670,365.892365,-30.588556,98.812408,352.878571,14.910697,185.014420,368.860321,-92.291313,128.314728,360.556335,-83.582130,209.921616,344.020569,-119.747299,3.324766,614.274841,-134.759750,0.544360,544.854492,-117.144035,3.097368,657.617737
492,0,-14.732586,159.550064,367.065796,-33.574860,102.150436,350.494598,14.889883,184.985535,368.893951,-92.313347,128.304733,360.675171,-83.603470,209.898422,344.117950,-119.739944,3.323081,614.283203,-134.759430,0.544611,544.860596,-117.144119,3.095166,657.626648
493,0,-15.398777,160.389709,366.634735,-34.257092,102.688942,350.347961,14.860372,184.974960,368.908203,-92.349503,128.324127,360.792572,-83.629372,209.900375,344.175354,-119.752083,3.333801,614.280396,-134.769180,0.556552,544.858704,-117.148193,3.104650,657.624512
494,0,-16.018446,161.264603,366.073547,-32.387840,100.595535,351.838409,14.814940,184.957596,368.906067,-92.403778,128.352921,360.864838,-83.665421,209.914459,344.197754,-119.758492,3.337120,614.277100,-134.769302,0.557358,544.856018,-117.157303,3.110085,657.619446

