T
100
,,Base:XYPlane1,,,Base:XYPlane2,,,Base:XYPlane3,,,Base:XYPlane4,,,Base:Zbase,,,OriginTest:O,,,OriginTest:X,,,OriginTest:Y,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
297,0,-559.866516,-91.119926,233.456100,-561.948059,-20.339481,233.800842,-633.494202,-23.704779,236.029343,-628.221313,-93.675735,235.520615,-616.458984,205.866730,34.102871,9.274918,10.232809,43.689632,202.437042,10.334617,36.612225,9.223390,236.540817,43.811264
298,0,-559.870728,-91.121506,233.454849,-561.943787,-20.338989,233.798370,-633.488770,-23.704645,236.026169,-628.215942,-93.679611,235.517319,-616.463196,205.862961,34.096123,9.274728,10.228225,43.688896,202.438248,10.330895,36.609493,9.224738,236.533386,43.810219
299,0,-559.863281,-91.119270,233.457382,-561.937561,-20.340923,233.803070,-633.483765,-23.704100,236.030075,-628.219177,-93.678284,235.518555,-616.461182,205.865311,34.098396,9.280019,10.227455,43.691376,202.440796,10.328015,36.614719,9.227587,236.533371,43.813652
300,0,-559.871704,-91.117950,233.455414,-561.948120,-20.338612,233.800247,-633.498047,-23.701349,236.025848,-628.226685,-93.674240,235.518478,-616.464722,205.865723,34.100204,9.274157,10.230926,43.688583,202.434387,10.337512,36.609959,9.222821,236.539261,43.810986
301,0,-559.871338,-91.121666,233.450195,-561.948364,-20.338861,233.793121,-633.496033,-23.700436,236.019714,-628.221924,-93.677025,235.513138,-616.466431,205.868286,34.094597,9.276423,10.227983,43.687298,202.437775,10.331450,36.606522,9.221040,236.537369,43.806362
302,0,-559.866211,-91.121323,233.455261,-561.943787,-20.339085,233.799683,-633.489380,-23.702499,236.029968,-628.226990,-93.674057,235.515411,-616.468140,205.860916,34.096786,9.276402,10.224659,43.690842,202.436752,10.328976,36.612019,9.223715,236.532532,43.813309
303,0,-559.867920,-91.115952,233.453934,-561.949707,-20.333601,233.797379,-633.490784,-23.700056,236.028458,-628.223022,-93.672562,235.518555,-616.462219,205.868408,34.099430,9.278199,10.228694,43.692947,202.440720,10.327367,36.616886,9.225134,236.532303,43.816437
304,0,-559.863220,-91.111046,233.458664,-561.939514,-20.335203,233.802612,-633.493103,-23.696442,236.029816,-628.215027,-93.669014,235.520782,-616.462708,205.869049,34.103153,9.279002,10.232043,43.691929,202.438644,10.335215,36.613338,9.225325,236.539581,43.814072
305,0,-559.865845,-91.115440,233.448746,-561.945190,-20.337166,233.791534,-633.488464,-23.697899,236.025070,-628.216003,-93.673309,235.511307,-616.461060,205.869949,34.086903,9.279150,10.231731,43.682186,202.439697,10.334841,36.603413,9.227165,236.542328,43.802753
306,0,-559.871399,-91.120453,233.453568,-561.947937,-20.339491,233.798141,-633.489624,-23.701052,236.029083,-628.221375,-93.676201,235.520493,-616.468567,205.865280,34.098000,9.279091,10.221626,43.695496,202.437927,10.328338,36.613163,9.224275,236.532364,43.812912
307,0,-559.872253,-91.116440,233.457016,-561.947388,-20.338684,233.805115,-633.489746,-23.701273,236.033463,-628.223999,-93.673813,235.520691,-616.463745,205.870682,34.103848,9.275320,10.228607,43.697479,202.437408,10.334666,36.618671,9.223788,236.540497,43.817951
308,0,-559.868469,-91.122574,233.452118,-561.949402,-20.340208,233.796692,-633.495789,-23.700991,236.025543,-628.228333,-93.677429,235.512955,-616.465393,205.866531,34.092552,9.271311,10.231801,43.689003,202.431808,10.337663,36.605999,9.217478,236.544479,43.804932
309,0,-559.870605,-91.120239,233.437546,-561.950195,-20.340586,233.778641,-633.500916,-23.704350,236.005081,-628.227295,-93.677902,235.498505,-616.473938,205.870560,34.073692,9.275723,10.229551,43.672680,202.436829,10.337080,36.588860,9.220869,236.541290,43.791004
310,0,-559.874268,-91.119270,233.447723,-561.952576,-20.341059,233.795425,-633.493896,-23.702126,236.022461,-628.231934,-93.674347,235.508759,-616.475525,205.868652,34.088951,9.273854,10.227739,43.688175,202.436096,10.330370,36.611511,9.217388,236.538376,43.805038
311,0,-559.874146,-91.113586,233.459244,-561.951477,-20.336092,233.805450,-633.493042,-23.698811,236.033432,-628.228149,-93.670799,235.523849,-616.463196,205.867661,34.107975,9.271007,10.233183,43.697384,202.434143,10.333761,36.621666,9.219034,236.540802,43.818436
312,0,-559.875916,-91.120750,233.445511,-561.946899,-20.340473,233.788589,-633.500854,-23.700237,236.017456,-628.230042,-93.675018,235.504730,-616.472595,205.871948,34.084179,9.274395,10.230001,43.679722,202.436646,10.337232,36.597023,9.219561,236.543152,43.795128
313,0,-559.872131,-91.117477,233.440445,-561.946777,-20.336224,233.782608,-633.498901,-23.701164,236.008743,-628.224915,-93.675842,235.501480,-616.467529,205.871780,34.077274,9.277133,10.230225,43.671696,202.437836,10.335640,36.590706,9.221681,236.546555,43.788845
314,0,-559.868408,-91.121201,233.453796,-561.944580,-20.340162,233.801361,-633.485291,-23.704962,236.033356,-628.216370,-93.677185,235.518082,-616.469666,205.868515,34.094563,9.278578,10.221328,43.693836,202.438293,10.327646,36.610950,9.223642,236.536133,43.810425
315,0,-559.862244,-91.115486,233.470016,-561.943420,-20.334339,233.812515,-633.483948,-23.700830,236.042313,-628.215820,-93.671082,235.527832,-616.459961,205.872528,34.112152,9.276065,10.234245,43.698975,202.437500,10.333034,36.624897,9.223771,236.540466,43.821182
316,0,-559.864868,-91.119270,233.454102,-561.942688,-20.337017,233.794495,-633.492249,-23.696012,236.022339,-628.217529,-93.674500,235.516129,-616.461975,205.872223,34.089668,9.277705,10.232217,43.682392,202.437149,10.337978,36.602360,9.223771,236.541733,43.804253
317,0,-559.860535,-91.122330,233.447937,-561.944397,-20.336987,233.790619,-633.484924,-23.703773,236.022354,-628.216003,-93.678574,235.511078,-616.457092,205.866119,34.092422,9.277641,10.228230,43.680740,202.440445,10.329706,36.602169,9.227193,236.536026,43.801125
318,0,-559.861572,-91.118675,233.458969,-561.942627,-20.337490,233.801300,-633.484741,-23.703125,236.031677,-628.219116,-93.672852,235.519974,-616.460571,205.867188,34.101685,9.279509,10.225830,43.694164,202.437149,10.330587,36.611744,9.223796,236.532425,43.814064
319,0,-559.868469,-91.116379,233.459412,-561.942749,-20.333401,233.807831,-633.489075,-23.695648,236.036835,-628.222717,-93.672157,235.520248,-616.463074,205.868958,34.105293,9.277000,10.229968,43.696957,202.437439,10.334654,36.619019,9.224599,236.538544,43.819012
320,0,-559.866821,-91.116096,233.455612,-561.948242,-20.330608,233.797791,-633.493958,-23.694248,236.025528,-628.218140,-93.671371,235.516052,-616.459412,205.872375,34.099957,9.274542,10.234239,43.686165,202.437164,10.336321,36.606499,9.225866,236.543335,43.807152
321,0,-559.870300,-91.120506,233.448669,-561.947266,-20.340492,233.792068,-633.491882,-23.702499,236.019882,-628.218872,-93.676331,235.512436,-616.461182,205.868866,34.089218,9.277910,10.227725,43.678150,202.440552,10.329274,36.603733,9.225143,236.538757,43.800575
322,0,-559.869446,-91.117691,233.452530,-561.941772,-20.341412,233.801361,-633.489136,-23.701647,236.026367,-628.218384,-93.675804,235.516113,-616.459839,205.867447,34.096870,9.279336,10.224640,43.689140,202.441284,10.327249,36.611965,9.225903,236.534409,43.809933
323,0,-559.873901,-91.116791,233.455429,-561.943359,-20.341961,233.800903,-633.495728,-23.700933,236.027985,-628.223511,-93.675949,235.518845,-616.463989,205.866165,34.098427,9.276432,10.230392,43.686886,202.436157,10.336997,36.603016,9.223000,236.539612,43.808674
324,0,-559.859985,-91.119072,233.459198,-561.942505,-20.334969,233.801315,-633.488342,-23.696770,236.030319,-628.215088,-93.675194,235.522568,-616.455811,205.869476,34.104092,9.278182,10.231988,43.690601,202.437866,10.336778,36.608875,9.225804,236.544403,43.811501
325,0,-559.864868,-91.120491,233.461136,-561.939758,-20.337955,233.805267,-633.485046,-23.700191,236.035065,-628.215698,-93.674500,235.522934,-616.463867,205.872559,34.099525,9.277776,10.232734,43.689857,202.439102,10.336302,36.609570,9.225904,236.539352,43.812508
326,0,-559.863037,-91.118721,233.451019,-561.939026,-20.340515,233.796143,-633.481323,-23.701008,236.027130,-628.218140,-93.677353,235.510513,-616.458618,205.871460,34.092434,9.281986,10.227931,43.686714,202.441208,10.332767,36.602745,9.227296,236.540710,43.804653
327,0,-559.874634,-91.118973,233.454010,-561.947998,-20.334236,233.798355,-633.491150,-23.702639,236.030090,-628.220032,-93.673569,235.516953,-616.469055,205.870056,34.095322,9.276018,10.230953,43.689251,202.437424,10.338037,36.606468,9.222518,236.541855,43.810150
328,0,-559.872498,-91.115814,233.454041,-561.950378,-20.334282,233.796310,-633.499512,-23.699259,236.025177,-628.234558,-93.671638,235.510605,-616.470337,205.871628,34.095272,9.274035,10.232264,43.690620,202.433777,10.340426,36.603210,9.220636,236.542587,43.809425
329,0,-559.871338,-91.119308,233.455093,-561.952759,-20.336763,233.797440,-633.500916,-23.698462,236.025696,-628.230286,-93.674133,235.512772,-616.473389,205.869553,34.096104,9.273002,10.230550,43.688869,202.434479,10.335342,36.609413,9.220923,236.542114,43.808392
330,0,-559.877075,-91.121521,233.437286,-561.950378,-20.343788,233.783051,-633.498047,-23.704165,236.009460,-628.231140,-93.677429,235.499130,-616.468079,205.866196,34.086319,9.277013,10.223107,43.679321,202.438202,10.329764,36.597614,9.221454,236.536011,43.797684
331,0,-559.874207,-91.121513,233.446823,-561.951111,-20.338522,233.792343,-633.496826,-23.702394,236.022064,-628.221375,-93.678581,235.512939,-616.464783,205.864212,34.094990,9.275302,10.223898,43.690449,202.436081,10.329155,36.608646,9.219789,236.533997,43.809319
332,0,-559.875977,-91.123184,233.451126,-561.953308,-20.339413,233.794159,-633.497681,-23.703478,236.024445,-628.226013,-93.678391,235.513199,-616.475586,205.865921,34.093292,9.272303,10.227757,43.687473,202.434219,10.330404,36.610016,9.219646,236.538071,43.809837
333,0,-559.875549,-91.122391,233.445145,-561.949829,-20.341877,233.787613,-633.496521,-23.704788,236.015289,-628.227905,-93.678467,235.508682,-616.474731,205.865997,34.087002,9.275566,10.223060,43.683052,202.435486,10.331181,36.602264,9.222486,236.534470,43.803951
334,0,-559.872864,-91.120789,233.448593,-561.948975,-20.341707,233.792679,-633.495667,-23.705420,236.021423,-628.220886,-93.676964,235.511597,-616.471375,205.867477,34.088409,9.278955,10.223709,43.687725,202.438675,10.328866,36.608459,9.222014,236.535126,43.808205
335,0,-559.868103,-91.120880,233.452591,-561.940186,-20.340609,233.800201,-633.488770,-23.700653,236.027191,-628.215149,-93.678711,235.516846,-616.464172,205.865295,34.100601,9.280128,10.220157,43.692905,202.442307,10.320271,36.616982,9.223379,236.531128,43.814556
336,0,-559.872742,-91.113007,233.452087,-561.950256,-20.333376,233.793762,-633.494568,-23.692570,236.024872,-628.223572,-93.670532,235.513641,-616.466675,205.877014,34.093849,9.276250,10.232548,43.687469,202.436859,10.336596,36.607662,9.222780,236.541870,43.808537
337,0,-559.873596,-91.114388,233.447296,-561.946655,-20.336170,233.792877,-633.494812,-23.695827,236.018082,-628.221802,-93.670052,235.508118,-616.461487,205.872269,34.089630,9.279691,10.228366,43.687099,202.440353,10.330649,36.606171,9.225245,236.538284,43.803143
338,0,-559.876770,-91.111290,233.452133,-561.949951,-20.335924,233.799927,-633.493896,-23.695023,236.027496,-628.223877,-93.670647,235.515137,-616.466614,205.873505,34.096550,9.274776,10.230236,43.688568,202.437744,10.331629,36.609753,9.224221,236.534698,43.814106
339,0,-559.872070,-91.119156,233.453979,-561.948364,-20.336790,233.796326,-633.497437,-23.699627,236.021027,-628.221130,-93.675072,235.514618,-616.467041,205.865494,34.094727,9.280164,10.221375,43.692524,202.440979,10.323218,36.614685,9.226712,236.532501,43.810898
340,0,-559.872314,-91.116936,233.444565,-561.948486,-20.337509,233.790161,-633.503845,-23.696043,236.016464,-628.228638,-93.672737,235.509201,-616.464600,205.871704,34.087151,9.273795,10.234576,43.675983,202.435455,10.338341,36.597973,9.221107,236.544250,43.799496
341,0,-559.868103,-91.119522,233.449646,-561.947021,-20.335468,233.790619,-633.491272,-23.697746,236.021133,-628.225159,-93.677994,235.510834,-616.462952,205.869354,34.090916,9.279470,10.228615,43.685188,202.438812,10.332574,36.603718,9.224349,236.540466,43.804688
342,0,-559.872437,-91.119339,233.454727,-561.949341,-20.337631,233.802322,-633.500061,-23.699720,236.024918,-628.226440,-93.677803,235.518845,-616.464233,205.865646,34.100426,9.278122,10.225052,43.692886,202.438339,10.328047,36.612999,9.225339,236.533798,43.812881
343,0,-559.866272,-91.116928,233.458084,-561.944885,-20.334347,233.800873,-633.487244,-23.698544,236.026688,-628.220154,-93.672935,235.516617,-616.463562,205.868469,34.099026,9.278165,10.228705,43.686974,202.440063,10.333333,36.607952,9.227673,236.540771,43.810966
344,0,-559.873596,-91.118134,233.450958,-561.949280,-20.334885,233.793549,-633.497498,-23.697212,236.023926,-628.220703,-93.674927,235.514450,-616.459656,205.870132,34.096668,9.273785,10.235368,43.679832,202.436981,10.339804,36.598381,9.223574,236.546555,43.802315
345,0,-559.861816,-91.116737,233.454132,-561.945679,-20.335279,233.800125,-633.491699,-23.693521,236.025208,-628.217773,-93.675423,235.520218,-616.456604,205.873703,34.100716,9.277685,10.232945,43.687962,202.439117,10.336358,36.605755,9.226268,236.540787,43.812477
346,0,-559.873352,-91.117050,233.455902,-561.946411,-20.335642,233.797440,-633.494690,-23.701164,236.024826,-628.220154,-93.677002,235.519089,-616.463989,205.870773,34.099213,9.278218,10.226865,43.690056,202.440643,10.330958,36.610394,9.225176,236.536575,43.809326
347,0,-559.872864,-91.120232,233.451523,-561.942627,-20.338816,233.797043,-633.491089,-23.702637,236.023621,-628.222717,-93.674820,235.515625,-616.463501,205.870361,34.096478,9.278688,10.225639,43.690174,202.440826,10.330158,36.609936,9.226296,236.537872,43.811817
348,0,-559.876343,-91.121994,233.446335,-561.956665,-20.342632,233.790451,-633.498413,-23.702606,236.021576,-628.226135,-93.679855,235.509857,-616.470520,205.866852,34.089916,9.274452,10.232328,43.680519,202.434738,10.336999,36.599136,9.221816,236.540344,43.804066
349,0,-559.875610,-91.123901,233.444565,-561.946289,-20.343885,233.794220,-633.490845,-23.707855,236.022766,-628.222595,-93.681808,235.511856,-616.470154,205.862457,34.089855,9.275681,10.225518,43.684666,202.437408,10.328431,36.607502,9.226188,236.529877,43.810349
350,0,-559.874634,-91.127708,233.448593,-561.947632,-20.345270,233.795197,-633.497009,-23.709538,236.022827,-628.224915,-93.684105,235.513428,-616.471741,205.862396,34.093121,9.275122,10.219582,43.686924,202.439941,10.326691,36.609867,9.223364,236.529480,43.811420
